English Name,Item Type,Main Category,Description,Buy PokeYen,Buy BP,Buy Coin,Buy RP,Sell PokeYen
Data Card 21,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won an event,,,,,
Data Card 22,Storyline Items,Key Items,An item to be held by Salamence which raises its Sp.Attack,,,,,
Data Card 23,Storyline Items,Key Items,An item to be held by Salamence which raises its Sp.Defense,,,,,
Data Card 24,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Goal Roll,,,,,
Data Card 25,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times your Pokémon won individual prizes,,,,,
Data Card 26,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've instructed your Pokémon,,,,,
Data Card 27,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how much time you've spent in the Pokéathlon,,,,,
Jade Orb,Storyline Items,Key Items,A shiny green orb that is said to have a legend and has a deep connection with the Hoenn region,,,,,
Lock Capsule,Storyline Items,Key Items,A sturdy Capsule that can only be opened with a special key,,,,,
Enigma Stone,Storyline Items,Key Items,"When held by a Pokémon, it will heal for 25% HP if they are hit by a super effective move",,,,,
Prism Scale,Evolution Items,Items,"A mysterious scale that evolves
certain Pokémon.
It shines in rainbow colors.",500,0,0,0,250
Eviolite,Hold Items,Items,"A mysterious evolutionary lump. When
held, it raises the Defense and Sp.
Def
of a Pokémon that can still evolve.",200,9800,0,0,100
Float Stone,Hold Items,Items,"A very light stone. It reduces the
weight of a Pokémon when held.",200,0,0,0,100
Rocky Helmet,Hold Items,Items,"An item to be held by a Pokémon.
If the holder of this item is hit by a
move that makes contact, it will
inflict damage on the attacker for
16.67% of their maximum HP per-hit.",200,4800,0,0,100
Air Balloon,Hold Items,Items,"When held by a Pokémon, the Pokémon
will float into the air. When the
holder
is attacked, this item will burst.",200,100,0,0,100
Red Card,Hold Items,Items,"A card with a mysterious power. When
the holder is struck by a foe, the
attacker is removed from battle.",200,100,0,0,100
Ring Target,Hold Items,Items,Moves that would otherwise have no effect will land on the Pokémon that holds it,200,4800,0,0,100
Binding Band,Hold Items,Items,"When held by a Pokémon, it causes the
damage inflicted by binding moves
used by the holder to increase from
12.5% to 16.7% of the opponent's
maximum HP at the end of each turn.",4800,4800,0,0,2400
Absorb Bulb,Hold Items,Items,"A consumable bulb. If the holder is
hit
by a Water-type move, its Sp. Atk
will rise.",200,100,0,0,100
Cell Battery,Hold Items,Items,"A consumable battery. If the
holder is hit by an Electric-type
move, its Attack will rise.",200,100,0,0,100
Eject Button,Hold Items,Items,"If the holder is hit by an attack, it
will
switch with another Pokémon in
your party.",200,100,0,0,100
Fire Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Fire-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Water Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Water-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Electric Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Electric-ty
pe moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Grass Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Grass-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Ice Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Ice-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Fighting Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Fighting-ty
pe moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Poison Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Poison-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Ground Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Ground-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Flying Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Flying-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Psychic Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Psychic-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Bug Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Bug-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Rock Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Rock-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Ghost Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Ghost-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Dragon Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Dragon-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Dark Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Dark-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Steel Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Steel-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Normal Gem,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Normal-type
moves by 50%.

This item is consumed upon use.",1800,0,0,0,900
Health Wing,Vitamins,Medicine,"An item for use on a Pokémon. It
slightly increases the base HP of a
single Pokémon.",,,,,
Muscle Wing,Vitamins,Medicine,"An item for use on a Pokémon. It
slightly increases the base Attack
stat
of a single Pokémon.",,,,,
Resist Wing,Vitamins,Medicine,"An item for use on a Pokémon. It
slightly increases the base Defense
stat of a single Pokémon.",,,,,
Genius Wing,Vitamins,Medicine,"An item for use on a Pokémon. It
slightly increases the base Sp. Atk
stat of a single Pokémon.",,,,,
Clever Wing,Vitamins,Medicine,"An item for use on a Pokémon. It
slightly increases the base Sp. Def
stat of a single Pokémon.",,,,,
Swift Wing,Vitamins,Medicine,"An item for use on a Pokémon. It
slightly increases the base Speed
stat
of a single Pokémon.",,,,,
Pretty Wing,Miscellaneous Items,Items,"Though this feather is beautiful,
it's
just a regular feather and has no
effect on Pokémon.",200,0,0,0,100
Cover Fossil,Storyline Items,Key Items,"A fossil of an ancient Pokémon that
lived in the sea in ancient times.
It appears to be part of its back.",1000,0,0,0,500
Plume Fossil,Storyline Items,Key Items,"A fossil of an ancient Pokémon that
flew in the sky in ancient times.
It appears to be part of its wing.",1000,0,0,0,500
Liberty Pass,Storyline Items,Key Items,A special pass to go to Liberty Garden. Board the ship in Castelia City,,,,,
Pass Orb,Storyline Items,Key Items,"A mysterious orb containing the power of the Unova region, to be used when generating Pass Power",,,,,
Dream Ball,Poke Balls,Poke Balls,"A Poké Ball which becomes more
effective the longer a wild Pokémon
is asleep.",1200,0,0,0,600
Poké Toy,Adventure Item,Items,An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon,1000,0,0,0,500
Prop Case,Useable Items,Key Items,A lovely case to store colorful Props for your Pokémon to wear in a musical,,,,,
Dragon Skull,Storyline Items,Key Items,A skull of a Pokémon which was said to have braved the angry waters to fly around the world,,,,,
Big Nugget,Miscellaneous Items,Items,"A big nugget of pure gold that gives
off
a lustrous gleam.
A maniac will buy it for a high
price.",30000,0,0,0,15000
Pearl String,Miscellaneous Items,Items,"Very large pearls that sparkle in a
pretty silver color.
A maniac will buy them for a high
price.",20000,0,0,0,10000
Comet Shard,Miscellaneous Items,Items,"A shard which fell to the ground when
a comet approached.
A maniac will buy it for a high
price.",25000,0,0,0,12500
Relic Copper,Miscellaneous Items,Items,"A copper coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price",0,0,0,0,0
Relic Silver,Miscellaneous Items,Items,"A silver coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price",0,0,0,0,0
Relic Gold,Miscellaneous Items,Items,"A gold coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price",0,0,0,0,0
Relic Vase,Miscellaneous Items,Items,"A vase made in a civilization about 3,000 years ago. A maniac will buy it for a high price",,,,,
Relic Band,Miscellaneous Items,Items,"A bracelet made in a civilization about 3,000 years ago. A maniac will buy it for a high price",,,,,
Relic Statue,Miscellaneous Items,Items,"A stone figure made in a civilization about 3,000 years ago. A maniac will buy it for a high price",,,,,
Relic Crown,Miscellaneous Items,Items,"A crown made in a civilization about 3,000 years ago. A maniac will buy it for a high price",,,,,
Casteliacone,Medicine,Medicine,"Castelia City's specialty, soft-serve ice cream. It heals all the status problems of a single Pokémon",1200,0,0,0,600
Dire Hit 2,Battle Items,Battle Items,It can be used many times to raise the critical-hit ratio of one Pokémon. It wears off if the Pokémon is withdrawn,,,,,
X Speed 2,Battle Items,Battle Items,It sharply raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Special 2,Battle Items,Battle Items,It sharply raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Sp. Def 2,Battle Items,Battle Items,It sharply raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Defend 2,Battle Items,Battle Items,It sharply raises the Defense stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Attack 2,Battle Items,Battle Items,It sharply raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Accuracy 2,Battle Items,Battle Items,It sharply raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Speed 3,Battle Items,Battle Items,It drastically raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Special 3,Battle Items,Battle Items,It drastically raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Sp. Def 3,Battle Items,Battle Items,It drastically raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Defend 3,Battle Items,Battle Items,It drastically raises the Defense stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Attack 3,Battle Items,Battle Items,It drastically raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Accuracy 3,Battle Items,Battle Items,It drastically raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn,,,,,
X Speed 6,Battle Items,Battle Items,It raises the Speed stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn,,,,,
X Special 6,Battle Items,Battle Items,It raises the Sp. Atk stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn,,,,,
X Sp. Def 6,Battle Items,Battle Items,It raises the Sp. Def stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn,,,,,
X Defend 6,Battle Items,Battle Items,It raises the Defense stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn,,,,,
X Attack 6,Battle Items,Battle Items,It raises the Attack stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn,,,,,
X Accuracy 6,Battle Items,Battle Items,It raises the accuracy of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn,,,,,
Ability Urge,Battle Items,Battle Items,"When used, it activates the Ability of an ally Pokémon",,,,,
Item Drop,Battle Items,Battle Items,"When used, it causes an ally Pokémon to drop a held item",,,,,
Item Urge,Battle Items,Battle Items,"When used, it causes an ally Pokémon to use its held item",,,,,
Reset Urge,Battle Items,Battle Items,"When used, it restores any stat changes of an ally Pokémon",,,,,
Dire Hit 3,Battle Items,Battle Items,It can be used many times to greatly raise a Pokémon's critical-hit ratio. It wears off if the Pokémon is withdrawn,,,,,
Light Stone,Storyline Items,Key Items,Reshiram's body was destroyed and changed into this stone. It is said to be waiting for the emergence of a hero,,,,,
Dark Stone,Storyline Items,Key Items,Zekrom's body was destroyed and changed into this stone. It is said to be waiting for the emergence of a hero,,,,,
TM - Wild Charge,TMs and HMs,TMs and HMs,"The user shrouds itself in
electricity and smashes into its
target. It also damages the user a
little.",,,,,
TM - Snarl,TMs and HMs,TMs and HMs,"The user yells as if it is ranting
about something, making the
target's Sp. Atk stat decrease.",,,,,
Xtransceiver,Useable Items,Key Items,A high-tech transceiver with a camera function. It allows up to four-way calls,,,,,
Gram 1,Storyline Items,Key Items,An important letter which Wingull delivers,,,,,
Gram 2,Storyline Items,Key Items,An important letter which Wingull delivers,,,,,
Gram 3,Storyline Items,Key Items,An important letter which Wingull delivers,,,,,
Grass Mail,Mail Items,Items,Stationery featuring a print of a refreshingly green field. Let a Pokémon hold it for delivery,,,,,
